id,rouge1_precision,rouge1_recall,rouge1_f1,rouge2_precision,rouge2_recall,rouge2_f1,rougeL_precision,rougeL_recall,rougeL_f1,compression_ratio_pct,latency_ms,original_words,summary_words
36369046,0.08737864077669903,0.4090909090909091,0.14400000000000002,0.00980392156862745,0.047619047619047616,0.016260162601626015,0.06796116504854369,0.3181818181818182,0.11199999999999999,57.81,2.3,237,100
15291712,0.064,0.5714285714285714,0.11510791366906473,0.028112449799196786,0.25925925925925924,0.05072463768115942,0.048,0.42857142857142855,0.08633093525179857,77.51,5.8,1094,246
36892992,0.09090909090909091,0.5714285714285714,0.1568627450980392,0.007633587786259542,0.05,0.013245033112582781,0.05303030303030303,0.3333333333333333,0.0915032679738562,54.8,2.6,281,127
38509806,0.06432748538011696,0.55,0.11518324607329843,0.011764705882352941,0.10526315789473684,0.021164021164021163,0.04678362573099415,0.4,0.0837696335078534,69.55,3.9,555,169
40296747,0.030303030303030304,0.4,0.05633802816901409,0.005076142131979695,0.07142857142857142,0.00947867298578199,0.025252525252525252,0.3333333333333333,0.04694835680751174,73.51,4.5,740,196
35829359,0.11194029850746269,0.5555555555555556,0.1863354037267081,0.022556390977443608,0.11538461538461539,0.03773584905660377,0.05970149253731343,0.2962962962962963,0.09937888198757763,68.04,3.3,413,132
34570139,0.2,0.4166666666666667,0.2702702702702703,0.0,0.0,0.0,0.08,0.16666666666666666,0.10810810810810811,84.35,4.2,294,46
38172940,0.06349206349206349,0.5,0.11267605633802816,0.008,0.06666666666666667,0.014285714285714289,0.047619047619047616,0.375,0.08450704225352113,79.87,4.8,626,126
33464480,0.12941176470588237,0.6111111111111112,0.21359223300970875,0.023809523809523808,0.11764705882352941,0.0396039603960396,0.07058823529411765,0.3333333333333333,0.11650485436893203,77.66,4.4,376,84
22315181,0.1568627450980392,0.4,0.22535211267605632,0.0,0.0,0.0,0.11764705882352941,0.3,0.16901408450704228,64.29,2.2,140,50
36792661,0.14084507042253522,0.5,0.21978021978021978,0.0,0.0,0.0,0.08450704225352113,0.3,0.13186813186813187,76.24,2.9,303,72
